observation,sender,sender_type,sender_id,response,response_action,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,url_vp,url_sess,meta_labjs_version,meta_location,meta_user_agent,meta_platform,meta_language,meta_locale,meta_time_zone,meta_timezone_offset,meta_screen_width,meta_screen_height,meta_scroll_width,meta_scroll_height,meta_window_inner_width,meta_window_inner_height,meta_device_pixel_ratio,meta_labjs_build_flavor,meta_labjs_build_commit,german,swahili,enc,distractor1,distractor2,distractor3,x,correct,distractors
88c71,shallow,flow.Sequence,2_1_0,NA,NA,completion,9100.463,83797.099999994,83795.536,83812.476,92912.939,92914.099999994,2023-07-12T19:52:33Z,92928.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Genehmigung,idhini,d,mwanamke,itikadi,fedheha,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,task,flow.Sequence,2_1,NA,NA,completion,9100.463,83797.099999994,83795.536,83812.476,92912.939,92914.299999997,2023-07-12T19:52:33Z,92928.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Genehmigung,idhini,d,mwanamke,itikadi,fedheha,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,Shallow Question,html.Page,2_2_0_0,kukutana,NA,form submission,9234.59,92914.399999991,92912.939,92928.91,102163.5,102163.8,2023-07-12T19:52:43Z,102195.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Begegnung,kukutana,d,mmasihiya,mpiganaji,husiano,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,Save data screen,canvas.Screen,2_2_0_1,NA,NA,timeout,499.992,102165.3,102179.091,102195.727,102679.591,102680.59999999,2023-07-12T19:52:43Z,102695.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Begegnung,kukutana,d,mmasihiya,mpiganaji,husiano,NA,1,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,shallow,flow.Sequence,2_2_0,NA,NA,completion,9750.681,92914.399999991,92912.939,92928.91,102679.591,102680.89999999,2023-07-12T19:52:43Z,102695.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Begegnung,kukutana,d,mmasihiya,mpiganaji,husiano,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,task,flow.Sequence,2_2,NA,NA,completion,9750.681,92914.399999991,92912.939,92928.91,102679.591,102681,2023-07-12T19:52:43Z,102695.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Begegnung,kukutana,d,mmasihiya,mpiganaji,husiano,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,Shallow Question,html.Page,2_3_0_0,mahakama,NA,form submission,9133.880999994,102681.3,102679.591,102695.719,111829.59999999,111829.89999999,2023-07-12T19:52:52Z,111853.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betrüger,mdanganyifu,d,mwanamuziki,wastani,mahakama,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,Save data screen,canvas.Screen,2_3_0_1,NA,NA,timeout,493.20999999999,111833.2,111813.142,111853.027,112329.547,112330.39999999,2023-07-12T19:52:53Z,112346.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betrüger,mdanganyifu,d,mwanamuziki,wastani,mahakama,NA,0,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,shallow,flow.Sequence,2_3_0,NA,NA,completion,9633.828,102681.2,102679.591,102695.719,112329.547,112330.7,2023-07-12T19:52:53Z,112346.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betrüger,mdanganyifu,d,mwanamuziki,wastani,mahakama,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,task,flow.Sequence,2_3,NA,NA,completion,9633.828,102681.2,102679.591,102695.719,112329.547,112330.8,2023-07-12T19:52:53Z,112346.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betrüger,mdanganyifu,d,mwanamuziki,wastani,mahakama,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,Shallow Question,html.Page,2_4_0_0,uadilifu,NA,form submission,5813.263,112331,112329.547,112346.237,118159.5,118159.8,2023-07-12T19:52:59Z,118162.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integrität,uadilifu,s,muungano,mtiririko,upunguaji,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,Save data screen,canvas.Screen,2_4_0_1,NA,NA,timeout,500.069,118164,118146.225,118162.603,118646.015,118646.89999999,2023-07-12T19:52:59Z,118662.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integrität,uadilifu,s,muungano,mtiririko,upunguaji,NA,1,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,shallow,flow.Sequence,2_4_0,NA,NA,completion,6299.778,112331,112329.547,112346.237,118646.015,118647.09999999,2023-07-12T19:52:59Z,118662.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integrität,uadilifu,s,muungano,mtiririko,upunguaji,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,task,flow.Sequence,2_4,NA,NA,completion,6299.778,112331,112329.547,112346.237,118646.015,118647.3,2023-07-12T19:52:59Z,118662.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integrität,uadilifu,s,muungano,mtiririko,upunguaji,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,Shallow Question,html.Page,2_5_0_0,mashtaka,NA,form submission,4612.028000003,118647.39999999,118646.015,118662.672,123274.7,123275.09999999,2023-07-12T19:53:04Z,123279.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vorwurf,mashtaka,d,msukumo,mtangulizi,uenyekiti,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,Save data screen,canvas.Screen,2_5_0_1,NA,NA,timeout,500.30200000001,123278.5,123263.299,123279.343,123762.9,123763.8,2023-07-12T19:53:04Z,123779.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vorwurf,mashtaka,d,msukumo,mtangulizi,uenyekiti,NA,1,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,shallow,flow.Sequence,2_5_0,NA,NA,completion,5100.228,118647.3,118646.015,118662.672,123762.9,123764.09999999,2023-07-12T19:53:04Z,123779.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vorwurf,mashtaka,d,msukumo,mtangulizi,uenyekiti,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,task,flow.Sequence,2_5,NA,NA,completion,5100.228,118647.3,118646.015,118662.672,123762.9,123764.3,2023-07-12T19:53:04Z,123779.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vorwurf,mashtaka,d,msukumo,mtangulizi,uenyekiti,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,Shallow Question,html.Page,2_6_0_0,mshindwa,NA,form submission,7359.454999994,123764.5,123762.9,123779.645,131139.09999999,131139.5,2023-07-12T19:53:12Z,131146.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Entwicklung,maendeleo,d,uangavu,mshindwa,badiliko,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,Save data screen,canvas.Screen,2_6_0_1,NA,NA,timeout,500.658,131143.09999999,131130.178,131146.106,131630.097,131631,2023-07-12T19:53:12Z,131646.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Entwicklung,maendeleo,d,uangavu,mshindwa,badiliko,NA,0,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,shallow,flow.Sequence,2_6_0,NA,NA,completion,7850.452,123764.39999999,123762.9,123779.645,131630.097,131631.59999999,2023-07-12T19:53:12Z,131646.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Entwicklung,maendeleo,d,uangavu,mshindwa,badiliko,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,task,flow.Sequence,2_6,NA,NA,completion,7850.452,123764.39999999,123762.9,123779.645,131630.097,131631.89999999,2023-07-12T19:53:12Z,131646.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Entwicklung,maendeleo,d,uangavu,mshindwa,badiliko,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,Shallow Question,html.Page,2_7_0_0,heshima,NA,form submission,2967.835999994,131632.09999999,131630.097,131646.764,134614.59999999,134615,2023-07-12T19:53:15Z,134630.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Respekt,heshima,s,changamnao,upinzani,ufanisi,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,Save data screen,canvas.Screen,2_7_0_1,NA,NA,timeout,500.022,134615.89999999,134612.849,134630.141,135113.516,135114.39999999,2023-07-12T19:53:16Z,135130.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Respekt,heshima,s,changamnao,upinzani,ufanisi,NA,1,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,shallow,flow.Sequence,2_7_0,NA,NA,completion,3466.752,131632,131630.097,131646.764,135113.516,135114.7,2023-07-12T19:53:16Z,135130.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Respekt,heshima,s,changamnao,upinzani,ufanisi,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,task,flow.Sequence,2_7,NA,NA,completion,3466.752,131632,131630.097,131646.764,135113.516,135114.8,2023-07-12T19:53:16Z,135130.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Respekt,heshima,s,changamnao,upinzani,ufanisi,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,Shallow Question,html.Page,2_8_0_0,uchambuzi,NA,form submission,4181.936999994,135115.09999999,135113.516,135130.163,139312.09999999,139312.59999999,2023-07-12T19:53:20Z,139312.927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Papier,karatasi,s,uchambuzi,usalama,kukataliwa,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,Save data screen,canvas.Screen,2_8_0_1,NA,NA,timeout,500.639,139316.09999999,139296.55,139312.927,139796.883,139797.7,2023-07-12T19:53:20Z,139813.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Papier,karatasi,s,uchambuzi,usalama,kukataliwa,NA,0,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,shallow,flow.Sequence,2_8_0,NA,NA,completion,4666.72,135115,135113.516,135130.163,139796.883,139798,2023-07-12T19:53:20Z,139813.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Papier,karatasi,s,uchambuzi,usalama,kukataliwa,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,task,flow.Sequence,2_8,NA,NA,completion,4666.72,135115,135113.516,135130.163,139796.883,139798.09999999,2023-07-12T19:53:20Z,139813.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Papier,karatasi,s,uchambuzi,usalama,kukataliwa,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,Shallow Question,html.Page,2_9_0_0,ukarabati,NA,form submission,12459.934,139798.3,139796.883,139813.566,152273.5,152273.89999999,2023-07-12T19:53:33Z,152279.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Erneuerung,ukarabati,s,ushawishi,ukalifu,unyonyaji,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,Save data screen,canvas.Screen,2_9_0_1,NA,NA,timeout,500.61900000001,152277,152263.443,152279.789,152763.73,152764.59999999,2023-07-12T19:53:33Z,152780.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Erneuerung,ukarabati,s,ushawishi,ukalifu,unyonyaji,NA,1,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,shallow,flow.Sequence,2_9_0,NA,NA,completion,12950.164,139798.3,139796.883,139813.566,152763.73,152764.89999999,2023-07-12T19:53:33Z,152780.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Erneuerung,ukarabati,s,ushawishi,ukalifu,unyonyaji,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,task,flow.Sequence,2_9,NA,NA,completion,12950.164,139798.3,139796.883,139813.566,152763.73,152765,2023-07-12T19:53:33Z,152780.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Erneuerung,ukarabati,s,ushawishi,ukalifu,unyonyaji,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,Shallow Question,html.Page,2_10_0_0,kinyongo,NA,form submission,3320.391999997,152765.2,152763.73,152780.408,156100.8,156101.3,2023-07-12T19:53:37Z,156113.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stimmung,kinyongo,d,kilekile,kisambo,madhehebu,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,Save data screen,canvas.Screen,2_10_0_1,NA,NA,timeout,500.04200000002,156102.09999999,156097.088,156113.773,156596.548,156597.39999999,2023-07-12T19:53:37Z,156613.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stimmung,kinyongo,d,kilekile,kisambo,madhehebu,NA,1,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,shallow,flow.Sequence,2_10_0,NA,NA,completion,3816.14,152765.2,152763.73,152780.408,156596.548,156597.59999999,2023-07-12T19:53:37Z,156613.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stimmung,kinyongo,d,kilekile,kisambo,madhehebu,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,task,flow.Sequence,2_10,NA,NA,completion,3816.14,152765.09999999,152763.73,152780.408,156596.548,156597.89999999,2023-07-12T19:53:37Z,156613.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stimmung,kinyongo,d,kilekile,kisambo,madhehebu,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,Shallow Question,html.Page,2_11_0_0,ugeuzaji,NA,form submission,3829.5849999911,156598,156596.548,156613.815,160443.39999999,160443.89999999,2023-07-12T19:53:41Z,160446.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wechsel,ugeuzaji,s,utambulisho,kujenga,wasiwasi,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,Save data screen,canvas.Screen,2_11_0_1,NA,NA,timeout,500.02500000002,160447.3,160430.476,160446.577,160930.155,160931.09999999,2023-07-12T19:53:41Z,160946.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wechsel,ugeuzaji,s,utambulisho,kujenga,wasiwasi,NA,1,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,shallow,flow.Sequence,2_11_0,NA,NA,completion,4316.34,156598,156596.548,156613.815,160930.155,160931.39999999,2023-07-12T19:53:41Z,160946.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wechsel,ugeuzaji,s,utambulisho,kujenga,wasiwasi,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,task,flow.Sequence,2_11,NA,NA,completion,4316.34,156597.89999999,156596.548,156613.815,160930.155,160931.59999999,2023-07-12T19:53:41Z,160946.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wechsel,ugeuzaji,s,utambulisho,kujenga,wasiwasi,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,Shallow Question,html.Page,2_12_0_0,mshakiki,NA,form submission,3360.997999994,160931.8,160930.155,160946.602,164307.59999999,164308,2023-07-12T19:53:45Z,164313.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fleisch,mshakiki,s,kizunguzungu,mshikamano,angusho,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,Save data screen,canvas.Screen,2_12_0_1,NA,NA,timeout,500.66500000001,164311.3,164297.183,164313.223,164796.594,164797.3,2023-07-12T19:53:45Z,164813.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fleisch,mshakiki,s,kizunguzungu,mshikamano,angusho,NA,1,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,shallow,flow.Sequence,2_12_0,NA,NA,completion,3849.992,160931.8,160930.155,160946.602,164796.594,164797.5,2023-07-12T19:53:45Z,164813.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fleisch,mshakiki,s,kizunguzungu,mshikamano,angusho,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,task,flow.Sequence,2_12,NA,NA,completion,3849.992,160931.7,160930.155,160946.602,164796.594,164797.7,2023-07-12T19:53:45Z,164813.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fleisch,mshakiki,s,kizunguzungu,mshikamano,angusho,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,Shallow Question,html.Page,2_13_0_0,usahihi,NA,form submission,5274.411999997,164797.7,164796.594,164813.888,170088.3,170088.7,2023-07-12T19:53:51Z,170096.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atmosphäre,angahewa,d,kuteseka,usahihi,kutoamini,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,Save data screen,canvas.Screen,2_13_0_1,NA,NA,timeout,500.625,170091.89999999,170080.578,170096.644,170580.299,170581.09999999,2023-07-12T19:53:51Z,170597.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atmosphäre,angahewa,d,kuteseka,usahihi,kutoamini,NA,0,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,shallow,flow.Sequence,2_13_0,NA,NA,completion,5766.411,164797.7,164796.594,164813.888,170580.299,170581.39999999,2023-07-12T19:53:51Z,170597.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atmosphäre,angahewa,d,kuteseka,usahihi,kutoamini,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,task,flow.Sequence,2_13,NA,NA,completion,5766.411,164797.7,164796.594,164813.888,170580.299,170581.5,2023-07-12T19:53:51Z,170597.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atmosphäre,angahewa,d,kuteseka,usahihi,kutoamini,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,Shallow Question,html.Page,2_14_0_0,urekebisho,NA,form submission,4176.731,170581.7,170580.299,170597.269,174774,174774.39999999,2023-07-12T19:53:55Z,174780.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orientierung,urekebisho,s,uelekeo,marekebisho,utunzaji,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,Save data screen,canvas.Screen,2_14_0_1,NA,NA,timeout,500.62700000001,174777.7,174763.803,174780.104,175264.049,175265,2023-07-12T19:53:56Z,175280.731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orientierung,urekebisho,s,uelekeo,marekebisho,utunzaji,NA,1,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,shallow,flow.Sequence,2_14_0,NA,NA,completion,4666.78,170581.7,170580.299,170597.269,175264.049,175265.3,2023-07-12T19:53:56Z,175280.731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orientierung,urekebisho,s,uelekeo,marekebisho,utunzaji,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,task,flow.Sequence,2_14,NA,NA,completion,4666.78,170581.59999999,170580.299,170597.269,175264.049,175265.5,2023-07-12T19:53:56Z,175280.731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orientierung,urekebisho,s,uelekeo,marekebisho,utunzaji,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,Shallow Question,html.Page,2_15_0_0,kiwango,NA,form submission,2529.6689999911,175265.7,175264.049,175280.731,177810.39999999,177810.8,2023-07-12T19:53:58Z,177813.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Niveau,kiwango,s,usimamizi,mwamali,mshairi,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,Save data screen,canvas.Screen,2_15_0_1,NA,NA,timeout,500.068,177811.59999999,177797.454,177813.438,178296.923,178306.2,2023-07-12T19:53:59Z,178313.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Niveau,kiwango,s,usimamizi,mwamali,mshairi,NA,1,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,shallow,flow.Sequence,2_15_0,NA,NA,completion,3016.192,175265.59999999,175264.049,175280.731,178296.923,178306.5,2023-07-12T19:53:59Z,178313.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Niveau,kiwango,s,usimamizi,mwamali,mshairi,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,task,flow.Sequence,2_15,NA,NA,completion,3016.192,175265.5,175264.049,175280.731,178296.923,178306.8,2023-07-12T19:53:59Z,178313.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Niveau,kiwango,s,usimamizi,mwamali,mshairi,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88c71,retrieval block 2 (multiple choice),flow.Loop,2,NA,NA,completion,103317.93,74964.700000003,74962.439,74978.993,178296.923,178307.2,2023-07-12T19:53:59Z,178313.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
