observation,sender,sender_type,sender_id,response,response_action,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,url_vp,url_sess,meta_labjs_version,meta_location,meta_user_agent,meta_platform,meta_language,meta_locale,meta_time_zone,meta_timezone_offset,meta_screen_width,meta_screen_height,meta_scroll_width,meta_scroll_height,meta_window_inner_width,meta_window_inner_height,meta_device_pixel_ratio,meta_labjs_build_flavor,meta_labjs_build_commit,distractors,german,swahili,enc,distractor1,distractor2,distractor3,x,correct,x_2,response_2
59f2d,check continue,flow.Sequence,3_0_21,NA,NA,skipped,NA,814149.0999999,NA,NA,813851.5,814149.19999993,2023-07-03T08:12:10Z,814287.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA
59f2d,check continue,flow.Sequence,3_0_22,NA,NA,skipped,NA,814167.39999998,NA,NA,813851.5,814167.5999999,2023-07-03T08:12:10Z,814287.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA
59f2d,check continue,flow.Sequence,3_0_23,NA,NA,skipped,NA,814182,NA,NA,813851.5,814182.0999999,2023-07-03T08:12:10Z,814287.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA
59f2d,check continue,flow.Sequence,3_0_24,NA,NA,skipped,NA,814202.69999993,NA,NA,813851.5,814202.79999995,2023-07-03T08:12:10Z,814287.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA
59f2d,check continue,flow.Sequence,3_0_25,NA,NA,skipped,NA,814219.69999993,NA,NA,813851.5,814219.89999998,2023-07-03T08:12:10Z,814287.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA
59f2d,check continue,flow.Sequence,3_0_26,NA,NA,skipped,NA,814235.79999995,NA,NA,813851.5,814235.89999998,2023-07-03T08:12:10Z,814287.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA
59f2d,check continue,flow.Sequence,3_0_27,NA,NA,skipped,NA,814251.19999993,NA,NA,813851.5,814251.39999998,2023-07-03T08:12:10Z,814287.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA
59f2d,check continue,flow.Sequence,3_0_28,NA,NA,skipped,NA,814265.0999999,NA,NA,813851.5,814265.29999995,2023-07-03T08:12:10Z,814287.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA
59f2d,check continue,flow.Sequence,3_0_29,NA,NA,skipped,NA,814281.39999998,NA,NA,813851.5,814281.5,2023-07-03T08:12:10Z,814287.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA
59f2d,until continue,flow.Loop,3_0,NA,NA,completion,660003.851,153812.5,153830.426,153847.649,813851.5,814281.5999999,2023-07-03T08:12:10Z,814287.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59f2d,block 1,flow.Sequence,3,NA,NA,completion,660003.851,153812.39999998,153830.426,153847.649,813851.5,814281.5999999,2023-07-03T08:12:10Z,814287.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59f2d,1.Part Over,canvas.Screen,4,NA,keypress(Space),response,1667.4639999284,814281.69999993,814271.419,814287.736,815955.19999993,815956.5,2023-07-03T08:12:12Z,816019.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59f2d,Deep Question,html.Page,5_0_0_0_0_0_0,ung,NA,form submission,2785.2629999762,816012.89999998,816003.014,816019.637,818804.89999998,818805,2023-07-03T08:12:14Z,818817.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integrität,uadilifu,d,NA,NA,NA,NA,NA,0,NA
59f2d,"""Richtig""-Screen",canvas.Screen,5_0_0_0_0_0_1,NA,NA,skipped,NA,818806.69999993,NA,NA,818804.89999998,818806.79999995,2023-07-03T08:12:14Z,818817.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integrität,uadilifu,d,NA,NA,NA,sdf,NA,0,NA
59f2d,"""Falsch""-Screen",canvas.Screen,5_0_0_0_0_0_2,NA,NA,timeout,4996.548,818807.29999995,818801.276,818817.299,823796.799,823798.5999999,2023-07-03T08:12:19Z,823813.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integrität,uadilifu,d,NA,NA,NA,sdf,0,0,NA
59f2d,deep,flow.Sequence,5_0_0_0_0_0,NA,NA,completion,7777.162,816012.89999998,816003.014,816019.637,823796.799,823799.0999999,2023-07-03T08:12:19Z,823813.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integrität,uadilifu,d,NA,NA,NA,sdf,NA,0,NA
59f2d,shallow,flow.Sequence,5_0_0_0_0_1,NA,NA,skipped,NA,823799.29999995,NA,NA,823796.799,823799.39999998,2023-07-03T08:12:19Z,823813.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integrität,uadilifu,d,NA,NA,NA,sdf,NA,0,NA
59f2d,task,flow.Sequence,5_0_0_0_0,NA,NA,completion,7777.162,816012.79999995,816003.014,816019.637,823796.799,823799.69999993,2023-07-03T08:12:19Z,823813.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integrität,uadilifu,d,NA,NA,NA,sdf,NA,0,NA
59f2d,Deep Question,html.Page,5_0_0_0_1_0_0,kul,NA,form submission,4584.653,823799.89999998,823796.799,823813.847,828398.5,828398.69999993,2023-07-03T08:12:24Z,828409.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vermutung,udhanifu,d,NA,NA,NA,NA,NA,0,NA
59f2d,"""Richtig""-Screen",canvas.Screen,5_0_0_0_1_0_1,NA,NA,skipped,NA,828401.29999995,NA,NA,828398.5,828401.39999998,2023-07-03T08:12:24Z,828409.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vermutung,udhanifu,d,NA,NA,NA,sdf,NA,0,NA
59f2d,"""Falsch""-Screen",canvas.Screen,5_0_0_0_1_0_2,NA,NA,timeout,4995.829,828402.19999993,828393.002,828409.624,833389.12,833390.0999999,2023-07-03T08:12:29Z,833405.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vermutung,udhanifu,d,NA,NA,NA,sdf,0,0,NA
59f2d,deep,flow.Sequence,5_0_0_0_1_0,NA,NA,completion,9575.273,823799.79999995,823796.799,823813.847,833389.12,833390.5,2023-07-03T08:12:29Z,833405.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vermutung,udhanifu,d,NA,NA,NA,sdf,NA,0,NA
59f2d,shallow,flow.Sequence,5_0_0_0_1_1,NA,NA,skipped,NA,833390.5999999,NA,NA,833389.12,833390.79999995,2023-07-03T08:12:29Z,833405.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vermutung,udhanifu,d,NA,NA,NA,sdf,NA,0,NA
59f2d,task,flow.Sequence,5_0_0_0_1,NA,NA,completion,9575.273,823799.69999993,823796.799,823813.847,833389.12,833391.0999999,2023-07-03T08:12:29Z,833405.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vermutung,udhanifu,d,NA,NA,NA,sdf,NA,0,NA
59f2d,deep,flow.Sequence,5_0_0_0_2_0,NA,NA,skipped,NA,833391.19999993,NA,NA,833389.12,833391.29999995,2023-07-03T08:12:29Z,833405.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Genehmigung,idhini,s,mwanamke,itikadi,fedheha,sdf,NA,0,NA
59f2d,Shallow Question,html.Page,5_0_0_0_2_1_0,idhini,NA,form submission,5059.3469999523,833391.5,833389.12,833405.453,838464.79999995,838465,2023-07-03T08:12:34Z,838467.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Genehmigung,idhini,s,mwanamke,itikadi,fedheha,NA,NA,0,NA
59f2d,"""Richtig""-Screen",canvas.Screen,5_0_0_0_2_1_1,NA,NA,timeout,4996.5429999999,838467,838451.887,838467.837,843447.081,843449.0999999,2023-07-03T08:12:39Z,843464.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Genehmigung,idhini,s,mwanamke,itikadi,fedheha,sdf,1,0,NA
59f2d,"""Falsch""-Screen",canvas.Screen,5_0_0_0_2_1_2,NA,NA,skipped,NA,843452.19999993,NA,NA,843447.081,843452.39999998,2023-07-03T08:12:39Z,843464.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Genehmigung,idhini,s,mwanamke,itikadi,fedheha,sdf,NA,0,NA
59f2d,shallow,flow.Sequence,5_0_0_0_2_1,NA,NA,completion,10041.628,833391.39999998,833389.12,833405.453,843447.081,843452.5999999,2023-07-03T08:12:39Z,843464.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Genehmigung,idhini,s,mwanamke,itikadi,fedheha,sdf,NA,0,NA
59f2d,task,flow.Sequence,5_0_0_0_2,NA,NA,completion,10041.628,833391.19999993,833389.12,833405.453,843447.081,843452.69999993,2023-07-03T08:12:39Z,843464.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Genehmigung,idhini,s,mwanamke,itikadi,fedheha,sdf,NA,0,NA
59f2d,deep,flow.Sequence,5_0_0_0_3_0,NA,NA,skipped,NA,843452.69999993,NA,NA,843447.081,843452.79999995,2023-07-03T08:12:39Z,843464.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Begegnung,kukutana,s,mmasihiya,mpiganaji,husiano,sdf,NA,0,NA
59f2d,Shallow Question,html.Page,5_0_0_0_3_1_0,husiano,NA,form submission,7417.4199999523,843452.89999998,843447.081,843464.38,850881.79999995,850882,2023-07-03T08:12:46Z,850890.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Begegnung,kukutana,s,mmasihiya,mpiganaji,husiano,NA,NA,0,NA
59f2d,"""Richtig""-Screen",canvas.Screen,5_0_0_0_3_1_1,NA,NA,skipped,NA,850883.5999999,NA,NA,850881.79999995,850883.79999995,2023-07-03T08:12:46Z,850890.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Begegnung,kukutana,s,mmasihiya,mpiganaji,husiano,sdf,NA,0,NA
59f2d,"""Falsch""-Screen",canvas.Screen,5_0_0_0_3_1_2,NA,NA,timeout,4996.174,850884.29999995,850874.904,850890.941,855870.438,855871.39999998,2023-07-03T08:12:51Z,855887.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Begegnung,kukutana,s,mmasihiya,mpiganaji,husiano,sdf,0,0,NA
59f2d,shallow,flow.Sequence,5_0_0_0_3_1,NA,NA,completion,12406.058,843452.89999998,843447.081,843464.38,855870.438,855872,2023-07-03T08:12:51Z,855887.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Begegnung,kukutana,s,mmasihiya,mpiganaji,husiano,sdf,NA,0,NA
59f2d,task,flow.Sequence,5_0_0_0_3,NA,NA,completion,12406.058,843452.69999993,843447.081,843464.38,855870.438,855872.19999993,2023-07-03T08:12:51Z,855887.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Begegnung,kukutana,s,mmasihiya,mpiganaji,husiano,sdf,NA,0,NA
59f2d,deep,flow.Sequence,5_0_0_0_4_0,NA,NA,skipped,NA,855872.39999998,NA,NA,855870.438,855872.5999999,2023-07-03T08:12:51Z,855887.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Toleranz,kuvumiliana,s,maombolezo,ujasusi,mchekeshaji,sdf,NA,0,NA
59f2d,Shallow Question,html.Page,5_0_0_0_4_1_0,maombolezo,NA,form submission,5130.4849999046,855872.79999995,855870.438,855887.115,861017.5999999,861017.79999995,2023-07-03T08:12:57Z,861033.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Toleranz,kuvumiliana,s,maombolezo,ujasusi,mchekeshaji,NA,NA,0,NA
59f2d,"""Richtig""-Screen",canvas.Screen,5_0_0_0_4_1_1,NA,NA,skipped,NA,861019.69999993,NA,NA,861017.5999999,861019.69999993,2023-07-03T08:12:57Z,861033.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Toleranz,kuvumiliana,s,maombolezo,ujasusi,mchekeshaji,sdf,NA,0,NA
59f2d,"""Falsch""-Screen",canvas.Screen,5_0_0_0_4_1_2,NA,NA,timeout,4995.49,861020.29999995,861016.552,861033.372,866012.393,866013.0999999,2023-07-03T08:13:02Z,866028.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Toleranz,kuvumiliana,s,maombolezo,ujasusi,mchekeshaji,sdf,0,0,NA
59f2d,shallow,flow.Sequence,5_0_0_0_4_1,NA,NA,completion,10125.278,855872.69999993,855870.438,855887.115,866012.393,866013.5,2023-07-03T08:13:02Z,866028.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Toleranz,kuvumiliana,s,maombolezo,ujasusi,mchekeshaji,sdf,NA,0,NA
59f2d,task,flow.Sequence,5_0_0_0_4,NA,NA,completion,10125.278,855872.39999998,855870.438,855887.115,866012.393,866013.69999993,2023-07-03T08:13:02Z,866028.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Toleranz,kuvumiliana,s,maombolezo,ujasusi,mchekeshaji,sdf,NA,0,NA
59f2d,deep,flow.Sequence,5_0_0_0_5_0,NA,NA,skipped,NA,866013.89999998,NA,NA,866012.393,866013.89999998,2023-07-03T08:13:02Z,866028.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Schlange,foleni,s,uvumilivu,uteuzi,muuzaji,sdf,NA,0,NA
59f2d,Shallow Question,html.Page,5_0_0_0_5_1_0,foleni,NA,form submission,2749.7379999047,866014.0999999,866012.393,866028.862,868778.5999999,868778.79999995,2023-07-03T08:13:04Z,868793.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Schlange,foleni,s,uvumilivu,uteuzi,muuzaji,NA,NA,0,NA
59f2d,"""Richtig""-Screen",canvas.Screen,5_0_0_0_5_1_1,NA,NA,timeout,4995.295,868780.79999995,868776.795,868793.537,873772.39,873773.29999995,2023-07-03T08:13:09Z,873788.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Schlange,foleni,s,uvumilivu,uteuzi,muuzaji,sdf,1,0,NA
59f2d,"""Falsch""-Screen",canvas.Screen,5_0_0_0_5_1_2,NA,NA,skipped,NA,873778.5,NA,NA,873772.39,873778.89999998,2023-07-03T08:13:09Z,873788.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Schlange,foleni,s,uvumilivu,uteuzi,muuzaji,sdf,NA,0,NA
59f2d,shallow,flow.Sequence,5_0_0_0_5_1,NA,NA,completion,7743.528,866014.0999999,866012.393,866028.862,873772.39,873779.19999993,2023-07-03T08:13:09Z,873788.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Schlange,foleni,s,uvumilivu,uteuzi,muuzaji,sdf,NA,0,NA
59f2d,task,flow.Sequence,5_0_0_0_5,NA,NA,completion,7743.528,866013.69999993,866012.393,866028.862,873772.39,873779.5,2023-07-03T08:13:09Z,873788.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Schlange,foleni,s,uvumilivu,uteuzi,muuzaji,sdf,NA,0,NA
59f2d,Deep Question,html.Page,5_0_0_0_6_0_0,ug,NA,form submission,2670.4679999523,873779.69999993,873772.39,873788.832,876459.29999995,876459.5,2023-07-03T08:13:12Z,876469.911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inhalt,yaliyomo,d,NA,NA,NA,NA,NA,0,NA
59f2d,"""Richtig""-Screen",canvas.Screen,5_0_0_0_6_0_1,NA,NA,skipped,NA,876460.5,NA,NA,876459.29999995,876460.69999993,2023-07-03T08:13:12Z,876469.911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inhalt,yaliyomo,d,NA,NA,NA,sdf,NA,0,NA
59f2d,"""Falsch""-Screen",canvas.Screen,5_0_0_0_6_0_2,NA,NA,timeout,4996.4650000001,876461.69999993,876453.715,876469.911,881449.687,881450.69999993,2023-07-03T08:13:17Z,881466.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inhalt,yaliyomo,d,NA,NA,NA,sdf,0,0,NA
59f2d,deep,flow.Sequence,5_0_0_0_6_0,NA,NA,completion,7660.855,873779.5999999,873772.39,873788.832,881449.687,881451.19999993,2023-07-03T08:13:17Z,881466.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inhalt,yaliyomo,d,NA,NA,NA,sdf,NA,0,NA
59f2d,shallow,flow.Sequence,5_0_0_0_6_1,NA,NA,skipped,NA,881451.29999995,NA,NA,881449.687,881451.5,2023-07-03T08:13:17Z,881466.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inhalt,yaliyomo,d,NA,NA,NA,sdf,NA,0,NA
59f2d,task,flow.Sequence,5_0_0_0_6,NA,NA,completion,7660.855,873779.5,873772.39,873788.832,881449.687,881451.69999993,2023-07-03T08:13:17Z,881466.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inhalt,yaliyomo,d,NA,NA,NA,sdf,NA,0,NA
59f2d,Deep Question,html.Page,5_0_0_0_7_0_0,kal,NA,form submission,4688.624,881452.0999999,881449.687,881466.376,886155,886155.19999993,2023-07-03T08:13:22Z,886161.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fleisch,mshakiki,d,NA,NA,NA,NA,NA,0,NA
59f2d,"""Richtig""-Screen",canvas.Screen,5_0_0_0_7_0_1,NA,NA,skipped,NA,886157.39999998,NA,NA,886155,886157.5,2023-07-03T08:13:22Z,886161.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fleisch,mshakiki,d,NA,NA,NA,sdf,NA,0,NA
59f2d,"""Falsch""-Screen",canvas.Screen,5_0_0_0_7_0_2,NA,NA,timeout,4995.9620000001,886158.19999993,886145.801,886161.936,891141.6,891142.69999993,2023-07-03T08:13:27Z,891157.898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fleisch,mshakiki,d,NA,NA,NA,sdf,0,0,NA
59f2d,deep,flow.Sequence,5_0_0_0_7_0,NA,NA,completion,9675.2239999999,881452,881449.687,881466.376,891141.6,891143.0999999,2023-07-03T08:13:27Z,891157.898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fleisch,mshakiki,d,NA,NA,NA,sdf,NA,0,NA
59f2d,shallow,flow.Sequence,5_0_0_0_7_1,NA,NA,skipped,NA,891143.29999995,NA,NA,891141.6,891143.5,2023-07-03T08:13:27Z,891157.898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fleisch,mshakiki,d,NA,NA,NA,sdf,NA,0,NA
59f2d,task,flow.Sequence,5_0_0_0_7,NA,NA,completion,9675.2239999999,881451.89999998,881449.687,881466.376,891141.6,891143.69999993,2023-07-03T08:13:27Z,891157.898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fleisch,mshakiki,d,NA,NA,NA,sdf,NA,0,NA
59f2d,block,flow.Loop,5_0_0_0,NA,NA,completion,75121.963,816012.69999993,816003.014,816019.637,891141.6,891143.89999998,2023-07-03T08:13:27Z,891157.898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sdf,NA,0,NA
59f2d,weiter,canvas.Screen,5_0_0_1,sdf,keypress(Space),response,1538.102,891144.0999999,891141.6,891157.898,892696,892697,2023-07-03T08:13:28Z,892773.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sdf,NA,0,NA
59f2d,check continue,flow.Sequence,5_0_0,NA,NA,completion,76676.363,816012.69999993,816003.014,816019.637,892696,892697.29999995,2023-07-03T08:13:28Z,892773.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sdf,NA,0,NA
59f2d,Deep Question,html.Page,5_0_1_0_0_0_0,unhilifu,NA,form submission,5295.6619999761,892764.5,892757.162,892773.238,898068.89999998,898069.0999999,2023-07-03T08:13:34Z,898086.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integrität,uadilifu,d,NA,NA,NA,NA,NA,1,NA
59f2d,"""Richtig""-Screen",canvas.Screen,5_0_1_0_0_0_1,NA,NA,skipped,NA,898071.0999999,NA,NA,898068.89999998,898071.19999993,2023-07-03T08:13:34Z,898086.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integrität,uadilifu,d,NA,NA,NA,sdfdsf,NA,1,NA
59f2d,"""Falsch""-Screen",canvas.Screen,5_0_1_0_0_0_2,NA,NA,timeout,4995.961,898071.79999995,898052.813,898086.169,903065.215,903066.19999993,2023-07-03T08:13:39Z,903082.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integrität,uadilifu,d,NA,NA,NA,sdfdsf,0,1,NA
59f2d,deep,flow.Sequence,5_0_1_0_0_0,NA,NA,completion,10291.977,892764.39999998,892757.162,892773.238,903065.215,903066.69999993,2023-07-03T08:13:39Z,903082.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integrität,uadilifu,d,NA,NA,NA,sdfdsf,NA,1,NA
59f2d,shallow,flow.Sequence,5_0_1_0_0_1,NA,NA,skipped,NA,903066.79999995,NA,NA,903065.215,903066.89999998,2023-07-03T08:13:39Z,903082.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integrität,uadilifu,d,NA,NA,NA,sdfdsf,NA,1,NA
59f2d,task,flow.Sequence,5_0_1_0_0,NA,NA,completion,10291.977,892764.39999998,892757.162,892773.238,903065.215,903067.19999993,2023-07-03T08:13:39Z,903082.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integrität,uadilifu,d,NA,NA,NA,sdfdsf,NA,1,NA
59f2d,deep,flow.Sequence,5_0_1_0_1_0,NA,NA,skipped,NA,903067.39999998,NA,NA,903065.215,903067.5999999,2023-07-03T08:13:39Z,903082.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Genehmigung,idhini,s,mwanamke,itikadi,fedheha,sdfdsf,NA,1,NA
59f2d,Shallow Question,html.Page,5_0_1_0_1_1_0,idhini,NA,form submission,5488.6699999523,903067.69999993,903065.215,903082.13,908570.79999995,908570.89999998,2023-07-03T08:13:44Z,908576.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Genehmigung,idhini,s,mwanamke,itikadi,fedheha,NA,NA,1,NA
59f2d,"""Richtig""-Screen",canvas.Screen,5_0_1_0_1_1_1,NA,NA,timeout,4995.9349999999,908572.79999995,908560.524,908576.832,913556.651,913557.5999999,2023-07-03T08:13:49Z,913572.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Genehmigung,idhini,s,mwanamke,itikadi,fedheha,sdfdsf,1,1,NA
