"""Richtig""-Screen";canvas.Screen;3_0_0_0_3_1_1;NA;NA;skipped;NA;1443919.9;NA;NA;1443916.8;1443920;2023-02-28T13:32:11Z;1443928.142;NA;System;maongozi;s;chokochoko;nuksani;mitaani;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"""Falsch""-Screen";canvas.Screen;3_0_0_0_3_1_2;NA;NA;timeout;4999.8;1443921.2;1443911.476;1443928.142;1448911.276;1448913.7;2023-02-28T13:32:16Z;1448927.942;NA;System;maongozi;s;chokochoko;nuksani;mitaani;NA;sdf;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
shallow;flow.Sequence;3_0_0_0_3_1;NA;NA;completion;15550.413;1433348.1;1433344.197;1433360.863;1448911.276;1448914.2;2023-02-28T13:32:16Z;1448927.942;NA;System;maongozi;s;chokochoko;nuksani;mitaani;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
task;flow.Sequence;3_0_0_0_3;NA;NA;completion;15550.413;1433347.8;1433344.197;1433360.863;1448911.276;1448914.5;2023-02-28T13:32:16Z;1448927.942;NA;System;maongozi;s;chokochoko;nuksani;mitaani;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Deep Question;html.Page;3_0_0_0_4_0_0;b;NA;form submission;3239.758;1448914.6;1448911.276;1448927.942;1452167.7;1452168.3;2023-02-28T13:32:20Z;1452177.812;NA;Körper;kiwiliwili;d;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"""Richtig""-Screen";canvas.Screen;3_0_0_0_4_0_1;NA;NA;skipped;NA;1452171.3;NA;NA;1452167.7;1452171.4;2023-02-28T13:32:20Z;1452177.812;NA;Körper;kiwiliwili;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"""Falsch""-Screen";canvas.Screen;3_0_0_0_4_0_2;NA;NA;timeout;4999.8;1452172.1;1452161.146;1452177.812;1457160.946;1457162.8;2023-02-28T13:32:25Z;1457177.612;NA;Körper;kiwiliwili;d;NA;NA;NA;NA;sdf;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
deep;flow.Sequence;3_0_0_0_4_0;NA;NA;completion;8233.004;1448914.6;1448911.276;1448927.942;1457160.946;1457163.2;2023-02-28T13:32:25Z;1457177.612;NA;Körper;kiwiliwili;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
shallow;flow.Sequence;3_0_0_0_4_1;NA;NA;skipped;NA;1457163.4;NA;NA;1457160.946;1457163.5;2023-02-28T13:32:25Z;1457177.612;NA;Körper;kiwiliwili;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
task;flow.Sequence;3_0_0_0_4;NA;NA;completion;8233.004;1448914.6;1448911.276;1448927.942;1457160.946;1457163.7;2023-02-28T13:32:25Z;1457177.612;NA;Körper;kiwiliwili;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Deep Question;html.Page;3_0_0_0_5_0_0;o;NA;form submission;8923.488;1457163.9;1457160.946;1457177.612;1466101.1;1466101.6;2023-02-28T13:32:34Z;1466111.268;NA;Entwicklung;maendeleo;d;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"""Richtig""-Screen";canvas.Screen;3_0_0_0_5_0_1;NA;NA;skipped;NA;1466105.5;NA;NA;1466101.1;1466105.7;2023-02-28T13:32:34Z;1466111.268;NA;Entwicklung;maendeleo;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"""Falsch""-Screen";canvas.Screen;3_0_0_0_5_0_2;NA;NA;timeout;4999.8;1466106.4;1466094.602;1466111.268;1471094.402;1471096.3;2023-02-28T13:32:39Z;1471111.068;NA;Entwicklung;maendeleo;d;NA;NA;NA;NA;sdf;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
deep;flow.Sequence;3_0_0_0_5_0;NA;NA;completion;13916.79;1457163.9;1457160.946;1457177.612;1471094.402;1471096.8;2023-02-28T13:32:39Z;1471111.068;NA;Entwicklung;maendeleo;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
shallow;flow.Sequence;3_0_0_0_5_1;NA;NA;skipped;NA;1471097;NA;NA;1471094.402;1471097.1;2023-02-28T13:32:39Z;1471111.068;NA;Entwicklung;maendeleo;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
task;flow.Sequence;3_0_0_0_5;NA;NA;completion;13916.79;1457163.8;1457160.946;1457177.612;1471094.402;1471097.3;2023-02-28T13:32:39Z;1471111.068;NA;Entwicklung;maendeleo;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Deep Question;html.Page;3_0_0_0_6_0_0;n;NA;form submission;4187.032;1471097.4;1471094.402;1471111.068;1475298.1;1475298.3;2023-02-28T13:32:43Z;1475328.262;NA;Vorwurf;mashtaka;d;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"""Richtig""-Screen";canvas.Screen;3_0_0_0_6_0_1;NA;NA;skipped;NA;1475300.3;NA;NA;1475298.1;1475300.4;2023-02-28T13:32:43Z;1475328.262;NA;Vorwurf;mashtaka;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"""Falsch""-Screen";canvas.Screen;3_0_0_0_6_0_2;NA;NA;timeout;4999.8;1475300.8;1475311.596;1475328.262;1480311.396;1480313.4;2023-02-28T13:32:48Z;1480328.062;NA;Vorwurf;mashtaka;d;NA;NA;NA;NA;sdf;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
deep;flow.Sequence;3_0_0_0_6_0;NA;NA;completion;9200.328;1471097.4;1471094.402;1471111.068;1480311.396;1480313.9;2023-02-28T13:32:48Z;1480328.062;NA;Vorwurf;mashtaka;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
shallow;flow.Sequence;3_0_0_0_6_1;NA;NA;skipped;NA;1480314.1;NA;NA;1480311.396;1480314.2;2023-02-28T13:32:48Z;1480328.062;NA;Vorwurf;mashtaka;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
task;flow.Sequence;3_0_0_0_6;NA;NA;completion;9200.328;1471097.4;1471094.402;1471111.068;1480311.396;1480314.5;2023-02-28T13:32:48Z;1480328.062;NA;Vorwurf;mashtaka;d;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
deep;flow.Sequence;3_0_0_0_7_0;NA;NA;skipped;NA;1480314.6;NA;NA;1480311.396;1480314.7;2023-02-28T13:32:48Z;1480328.062;NA;Papier;karatasi;s;uchambuzi;usalama;kukataliwa;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Shallow Question;html.Page;3_0_0_0_7_1_0;usalama;NA;form submission;7924.738;1480314.8;1480311.396;1480328.062;1488252.8;1488253.2;2023-02-28T13:32:56Z;1488261.78;NA;Papier;karatasi;s;uchambuzi;usalama;kukataliwa;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"""Richtig""-Screen";canvas.Screen;3_0_0_0_7_1_1;NA;NA;skipped;NA;1488255.6;NA;NA;1488252.8;1488255.8;2023-02-28T13:32:56Z;1488261.78;NA;Papier;karatasi;s;uchambuzi;usalama;kukataliwa;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"""Falsch""-Screen";canvas.Screen;3_0_0_0_7_1_2;NA;NA;timeout;4999.8;1488256.4;1488245.114;1488261.78;1493244.914;1493247.5;2023-02-28T13:33:01Z;1493261.58;NA;Papier;karatasi;s;uchambuzi;usalama;kukataliwa;NA;sdf;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
shallow;flow.Sequence;3_0_0_0_7_1;NA;NA;completion;12916.852;1480314.8;1480311.396;1480328.062;1493244.914;1493248;2023-02-28T13:33:01Z;1493261.58;NA;Papier;karatasi;s;uchambuzi;usalama;kukataliwa;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
task;flow.Sequence;3_0_0_0_7;NA;NA;completion;12916.852;1480314.5;1480311.396;1480328.062;1493244.914;1493248.2;2023-02-28T13:33:01Z;1493261.58;NA;Papier;karatasi;s;uchambuzi;usalama;kukataliwa;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
block;flow.Loop;3_0_0_0;NA;NA;completion;105368.297;1387864.6;1387859.951;1387876.617;1493244.914;1493248.4;2023-02-28T13:33:01Z;1493261.58;NA;NA;NA;NA;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
weiter;canvas.Screen;3_0_0_1;sdf;keypress(Space);response;2009.22;1493248.6;1493244.914;1493261.58;1495270.8;1495276.4;2023-02-28T13:33:03Z;1495294.832;NA;NA;NA;NA;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
check continue;flow.Sequence;3_0_0;NA;NA;completion;107394.183;1387864.6;1387859.951;1387876.617;1495270.8;1495276.7;2023-02-28T13:33:03Z;1495294.832;NA;NA;NA;NA;NA;NA;NA;NA;sdf;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Deep Question;html.Page;3_0_1_0_0_0_0;n;NA;form submission;5204.368;1495304.8;1495261.5;1495294.832;1500499.2;1500499.8;2023-02-28T13:33:08Z;1500511.944;NA;Entwicklung;maendeleo;d;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"""Richtig""-Screen";canvas.Screen;3_0_1_0_0_0_1;NA;NA;skipped;NA;1500503.3;NA;NA;1500499.2;1500503.6;2023-02-28T13:33:08Z;1500511.944;NA;Entwicklung;maendeleo;d;NA;NA;NA;NA;sdfdsf;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"""Falsch""-Screen";canvas.Screen;3_0_1_0_0_0_2;NA;NA;timeout;4999.8;1500504.7;1500495.278;1500511.944;1505495.078;1505497.6;2023-02-28T13:33:13Z;1505511.744;NA;Entwicklung;maendeleo;d;NA;NA;NA;NA;sdfdsf;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
deep;flow.Sequence;3_0_1_0_0_0;NA;NA;completion;10200.246;1495304.8;1495261.5;1495294.832;1505495.078;1505498;2023-02-28T13:33:13Z;1505511.744;NA;Entwicklung;maendeleo;d;NA;NA;NA;NA;sdfdsf;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
shallow;flow.Sequence;3_0_1_0_0_1;NA;NA;skipped;NA;1505498.1;NA;NA;1505495.078;1505498.2;2023-02-28T13:33:13Z;1505511.744;NA;Entwicklung;maendeleo;d;NA;NA;NA;NA;sdfdsf;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
task;flow.Sequence;3_0_1_0_0;NA;NA;completion;10200.246;1495304.8;1495261.5;1495294.832;1505495.078;1505498.4;2023-02-28T13:33:13Z;1505511.744;NA;Entwicklung;maendeleo;d;NA;NA;NA;NA;sdfdsf;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Deep Question;html.Page;3_0_1_0_1_0_0;kk;NA;form submission;8603.156;1505498.6;1505495.078;1505511.744;1514114.9;1514115.7;2023-02-28T13:33:22Z;1514128.569;NA;Übersicht;kilindo;d;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"""Richtig""-Screen";canvas.Screen;3_0_1_0_1_0_1;NA;NA;skipped;NA;1514118.5;NA;NA;1514114.9;1514118.7;2023-02-28T13:33:22Z;1514128.569;NA;Übersicht;kilindo;d;NA;NA;NA;NA;sdfdsf;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"""Falsch""-Screen";canvas.Screen;3_0_1_0_1_0_2;NA;NA;timeout;4999.8;1514119.4;1514111.903;1514128.569;1519111.703;1519113.6;2023-02-28T13:33:27Z;1519128.369;NA;Übersicht;kilindo;d;NA;NA;NA;NA;sdfdsf;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
deep;flow.Sequence;3_0_1_0_1_0;NA;NA;completion;13599.959;1505498.6;1505495.078;1505511.744;1519111.703;1519114.1;2023-02-28T13:33:27Z;1519128.369;NA;Übersicht;kilindo;d;NA;NA;NA;NA;sdfdsf;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
shallow;flow.Sequence;3_0_1_0_1_1;NA;NA;skipped;NA;1519114.2;NA;NA;1519111.703;1519114.4;2023-02-28T13:33:27Z;1519128.369;NA;Übersicht;kilindo;d;NA;NA;NA;NA;sdfdsf;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
task;flow.Sequence;3_0_1_0_1;NA;NA;completion;13599.959;1505498.5;1505495.078;1505511.744;1519111.703;1519114.6;2023-02-28T13:33:27Z;1519128.369;NA;Übersicht;kilindo;d;NA;NA;NA;NA;sdfdsf;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
deep;flow.Sequence;3_0_1_0_2_0;NA;NA;skipped;NA;1519114.7;NA;NA;1519111.703;1519114.9;2023-02-28T13:33:27Z;1519128.369;NA;Lawine;banguko;s;maambukizi;usuluhishi;chekechea;NA;sdfdsf;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Shallow Question;html.Page;3_0_1_0_2_1_0;banguko;NA;form submission;8240.831;1519115.1;1519111.703;1519128.369;1527369.2;1527369.6;2023-02-28T13:33:35Z;1527378.72;NA;Lawine;banguko;s;maambukizi;usuluhishi;chekechea;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"""Richtig""-Screen";canvas.Screen;3_0_1_0_2_1_1;NA;NA;timeout;4999.8;1527373.1;1527362.054;1527378.72;1532361.854;1532363.9;2023-02-28T13:33:40Z;1532378.52;NA;Lawine;banguko;s;maambukizi;usuluhishi;chekechea;NA;sdfdsf;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"""Falsch""-Screen";canvas.Screen;3_0_1_0_2_1_2;NA;NA;skipped;NA;1532368.6;NA;NA;1532361.854;1532368.7;2023-02-28T13:33:40Z;1532378.52;NA;Lawine;banguko;s;maambukizi;usuluhishi;chekechea;NA;sdfdsf;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
shallow;flow.Sequence;3_0_1_0_2_1;NA;NA;completion;13233.485;1519115;1519111.703;1519128.369;1532361.854;1532368.9;2023-02-28T13:33:40Z;1532378.52;NA;Lawine;banguko;s;maambukizi;usuluhishi;chekechea;NA;sdfdsf;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
task;flow.Sequence;3_0_1_0_2;NA;NA;completion;13233.485;1519114.6;1519111.703;1519128.369;1532361.854;1532369;2023-02-28T13:33:40Z;1532378.52;NA;Lawine;banguko;s;maambukizi;usuluhishi;chekechea;NA;sdfdsf;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
deep;flow.Sequence;3_0_1_0_3_0;NA;NA;skipped;NA;1532369.1;NA;NA;1532361.854;1532369.3;2023-02-28T13:33:40Z;1532378.52;NA;Papier;karatasi;s;uchambuzi;usalama;kukataliwa;NA;sdfdsf;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Shallow Question;html.Page;3_0_1_0_3_1_0;karatasi;NA;form submission;6922.88;1532369.3;1532361.854;1532378.52;1539301.4;1539302;2023-02-28T13:33:47Z;1539312.239;NA;Papier;karatasi;s;uchambuzi;usalama;kukataliwa;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"""Richtig""-Screen";canvas.Screen;3_0_1_0_3_1_1;NA;NA;timeout;4999.8;1539305.7;1539295.573;1539312.239;1544295.373;1544297.5;2023-02-28T13:33:52Z;1544312.039;NA;Papier;karatasi;s;uchambuzi;usalama;kukataliwa;NA;sdfdsf;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"""Falsch""-Screen";canvas.Screen;3_0_1_0_3_1_2;NA;NA;skipped;NA;1544301.9;NA;NA;1544295.373;1544302.1;2023-02-28T13:33:52Z;1544312.039;NA;Papier;karatasi;s;uchambuzi;usalama;kukataliwa;NA;sdfdsf;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
shallow;flow.Sequence;3_0_1_0_3_1;NA;NA;completion;11916.853;1532369.3;1532361.854;1532378.52;1544295.373;1544302.2;2023-02-28T13:33:52Z;1544312.039;NA;Papier;karatasi;s;uchambuzi;usalama;kukataliwa;NA;sdfdsf;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
task;flow.Sequence;3_0_1_0_3;NA;NA;completion;11916.853;1532369.1;1532361.854;1532378.52;1544295.373;1544302.3;2023-02-28T13:33:52Z;1544312.039;NA;Papier;karatasi;s;uchambuzi;usalama;kukataliwa;NA;sdfdsf;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Deep Question;html.Page;3_0_1_0_4_0_0;kiwiliwili;NA;form submission;7086.861;1544302.4;1544295.373;1544312.039;1551398.9;1551399.4;2023-02-28T13:33:59Z;1551412.351;NA;Körper;kiwiliwili;d;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"""Richtig""-Screen";canvas.Screen;3_0_1_0_4_0_1;NA;NA;timeout;4999.8;1551401.8;1551395.685;1551412.351;1556395.485;1556398.3;2023-02-28T13:34:04Z;1556412.151;NA;Körper;kiwiliwili;d;NA;NA;NA;NA;sdfdsf;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"""Falsch""-Screen";canvas.Screen;3_0_1_0_4_0_2;NA;NA;skipped;NA;1556402.8;NA;NA;1556395.485;1556402.9;2023-02-28T13:34:04Z;1556412.151;NA;Körper;kiwiliwili;d;NA;NA;NA;NA;sdfdsf;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
deep;flow.Sequence;3_0_1_0_4_0;NA;NA;completion;12083.446;1544302.4;1544295.373;1544312.039;1556395.485;1556403.1;2023-02-28T13:34:04Z;1556412.151;NA;Körper;kiwiliwili;d;NA;NA;NA;NA;sdfdsf;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
shallow;flow.Sequence;3_0_1_0_4_1;NA;NA;skipped;NA;1556403.3;NA;NA;1556395.485;1556403.5;2023-02-28T13:34:04Z;1556412.151;NA;Körper;kiwiliwili;d;NA;NA;NA;NA;sdfdsf;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
task;flow.Sequence;3_0_1_0_4;NA;NA;completion;12083.446;1544302.4;1544295.373;1544312.039;1556395.485;1556403.6;2023-02-28T13:34:04Z;1556412.151;NA;Körper;kiwiliwili;d;NA;NA;NA;NA;sdfdsf;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
deep;flow.Sequence;3_0_1_0_5_0;NA;NA;skipped;NA;1556403.8;NA;NA;1556395.485;1556403.9;2023-02-28T13:34:04Z;1556412.151;NA;System;maongozi;s;chokochoko;nuksani;mitaani;NA;sdfdsf;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Shallow Question;html.Page;3_0_1_0_5_1_0;maongozi;NA;form submission;5558.149;1556404;1556395.485;1556412.151;1561970.3;1561970.5;2023-02-28T13:34:09Z;1561979.351;NA;System;maongozi;s;chokochoko;nuksani;mitaani;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"""Richtig""-Screen";canvas.Screen;3_0_1_0_5_1_1;NA;NA;timeout;4999.8;1561972.7;1561962.685;1561979.351;1566962.485;1566965.4;2023-02-28T13:34:14Z;1566979.151;NA;System;maongozi;s;chokochoko;nuksani;mitaani;NA;sdfdsf;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"""Falsch""-Screen";canvas.Screen;3_0_1_0_5_1_2;NA;NA;skipped;NA;1566968.8;NA;NA;1566962.485;1566968.9;2023-02-28T13:34:14Z;1566979.151;NA;System;maongozi;s;chokochoko;nuksani;mitaani;NA;sdfdsf;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
shallow;flow.Sequence;3_0_1_0_5_1;NA;NA;completion;10550.334;1556404;1556395.485;1556412.151;1566962.485;1566969;2023-02-28T13:34:14Z;1566979.151;NA;System;maongozi;s;chokochoko;nuksani;mitaani;NA;sdfdsf;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
task;flow.Sequence;3_0_1_0_5;NA;NA;completion;10550.334;1556403.8;1556395.485;1556412.151;1566962.485;1566969.1;2023-02-28T13:34:14Z;1566979.151;NA;System;maongozi;s;chokochoko;nuksani;mitaani;NA;sdfdsf;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
deep;flow.Sequence;3_0_1_0_6_0;NA;NA;skipped;NA;1566969.2;NA;NA;1566962.485;1566969.3;2023-02-28T13:34:14Z;1566979.151;NA;Niveau;kiwango;s;usimamizi;mwamali;mshairi;NA;sdfdsf;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Shallow Question;html.Page;3_0_1_0_6_1_0;kiwango;NA;form submission;7755.949;1566969.4;1566962.485;1566979.151;1574735.1;1574735.6;2023-02-28T13:34:22Z;1574746.02;NA;Niveau;kiwango;s;usimamizi;mwamali;mshairi;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"""Richtig""-Screen";canvas.Screen;3_0_1_0_6_1_1;NA;NA;timeout;4999.8;1574739;1574729.354;1574746.02;1579729.154;1579730.9;2023-02-28T13:34:27Z;1579745.82;NA;Niveau;kiwango;s;usimamizi;mwamali;mshairi;NA;sdfdsf;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"""Falsch""-Screen";canvas.Screen;3_0_1_0_6_1_2;NA;NA;skipped;NA;1579735.6;NA;NA;1579729.154;1579735.8;2023-02-28T13:34:27Z;1579745.82;NA;Niveau;kiwango;s;usimamizi;mwamali;mshairi;NA;sdfdsf;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
shallow;flow.Sequence;3_0_1_0_6_1;NA;NA;completion;12750.003;1566969.4;1566962.485;1566979.151;1579729.154;1579736;2023-02-28T13:34:27Z;1579745.82;NA;Niveau;kiwango;s;usimamizi;mwamali;mshairi;NA;sdfdsf;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
task;flow.Sequence;3_0_1_0_6;NA;NA;completion;12750.003;1566969.2;1566962.485;1566979.151;1579729.154;1579736.1;2023-02-28T13:34:27Z;1579745.82;NA;Niveau;kiwango;s;usimamizi;mwamali;mshairi;NA;sdfdsf;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Deep Question;html.Page;3_0_1_0_7_0_0;l;NA;form submission;4416.28;1579736.2;1579729.154;1579745.82;1584162.1;1584162.7;2023-02-28T13:34:32Z;1584162.947;NA;Vorwurf;mashtaka;d;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
