observation,sender,sender_type,sender_id,response,response_action,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,german,swahili,enc,distractor1,distractor2,distractor3,response_2,x,correct,url_vp,url_sess,meta_labjs_version,meta_location,meta_user_agent,meta_platform,meta_language,meta_locale,meta_time_zone,meta_timezone_offset,meta_screen_width,meta_screen_height,meta_scroll_width,meta_scroll_height,meta_window_inner_width,meta_window_inner_height,meta_device_pixel_ratio,meta_labjs_build_flavor,meta_labjs_build_commit,distractors
88e14,Save data screen,canvas.Screen,2_1_0_1,NA,NA,timeout,499.93000000002,234559,234537.039,234554.205,235037.628,235039.29999995,2023-08-13T10:24:51Z,235054.135,Theorie,nadharia,d,ushungi,mkutano,uwakilishi,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,shallow,flow.Sequence,2_1_0,NA,NA,completion,6032.721,228995.19999981,228988.404,229004.907,235037.628,235039.89999986,2023-08-13T10:24:51Z,235054.135,Theorie,nadharia,d,ushungi,mkutano,uwakilishi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,task,flow.Sequence,2_1,NA,NA,completion,6032.721,228995.0999999,228988.404,229004.907,235037.628,235042,2023-08-13T10:24:51Z,235054.135,Theorie,nadharia,d,ushungi,mkutano,uwakilishi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,Shallow Question,html.Page,2_2_0_0,kijalizo,NA,form submission,7548.365,235043.5999999,235037.628,235054.135,242602.5,242602.79999995,2023-08-13T10:24:58Z,242603.122,Ergänzung,kijalizo,d,ulaghai,mustarehe,matangazo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,Save data screen,canvas.Screen,2_2_0_1,NA,NA,timeout,499.93899999998,242606.69999981,242586.216,242603.122,243087.528,243088.5999999,2023-08-13T10:24:59Z,243103.061,Ergänzung,kijalizo,d,ulaghai,mustarehe,matangazo,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,shallow,flow.Sequence,2_2_0,NA,NA,completion,8033.393,235043.5,235037.628,235054.135,243087.528,243089.39999986,2023-08-13T10:24:59Z,243103.061,Ergänzung,kijalizo,d,ulaghai,mustarehe,matangazo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,task,flow.Sequence,2_2,NA,NA,completion,8033.393,235043,235037.628,235054.135,243087.528,243090,2023-08-13T10:24:59Z,243103.061,Ergänzung,kijalizo,d,ulaghai,mustarehe,matangazo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,Shallow Question,html.Page,2_3_0_0,mafanikio,NA,form submission,9110.338999857,243090.19999981,243087.528,243103.061,252213.39999986,252213.5999999,2023-08-13T10:25:08Z,252218.568,Wohlstand,mafanikio,d,chimbuko,kumbuko,mapwaji,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,Save data screen,canvas.Screen,2_3_0_1,NA,NA,timeout,501.54999999999,252215.89999986,252201.851,252218.568,252702.018,252706.69999981,2023-08-13T10:25:08Z,252720.118,Wohlstand,mafanikio,d,chimbuko,kumbuko,mapwaji,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,shallow,flow.Sequence,2_3_0,NA,NA,completion,9598.957,243090.19999981,243087.528,243103.061,252702.018,252707.29999995,2023-08-13T10:25:08Z,252720.118,Wohlstand,mafanikio,d,chimbuko,kumbuko,mapwaji,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,task,flow.Sequence,2_3,NA,NA,completion,9598.957,243090.0999999,243087.528,243103.061,252702.018,252707.5,2023-08-13T10:25:08Z,252720.118,Wohlstand,mafanikio,d,chimbuko,kumbuko,mapwaji,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,Shallow Question,html.Page,2_4_0_0,matarajio,NA,form submission,12334.481999905,252708,252702.018,252720.118,265054.5999999,265054.89999986,2023-08-13T10:25:21Z,265068.462,Hoffnung,matarajio,s,kutaalamika,uratibu,mvumbuzi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,Save data screen,canvas.Screen,2_4_0_1,NA,NA,timeout,498.97200000001,265057.5999999,265049.756,265068.462,265550.193,265552.0999999,2023-08-13T10:25:21Z,265567.434,Hoffnung,matarajio,s,kutaalamika,uratibu,mvumbuzi,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,shallow,flow.Sequence,2_4_0,NA,NA,completion,12830.075,252707.5999999,252702.018,252720.118,265550.193,265552.29999995,2023-08-13T10:25:21Z,265567.434,Hoffnung,matarajio,s,kutaalamika,uratibu,mvumbuzi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,task,flow.Sequence,2_4,NA,NA,completion,12830.075,252707.5999999,252702.018,252720.118,265550.193,265552.5,2023-08-13T10:25:21Z,265567.434,Hoffnung,matarajio,s,kutaalamika,uratibu,mvumbuzi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,Shallow Question,html.Page,2_5_0_0,upelelezi,NA,form submission,2943.3659999523,265552.69999981,265550.193,265567.434,268510.79999995,268511.0999999,2023-08-13T10:25:24Z,268520.279,Spionage,upelelezi,d,maslahi,utokazo,magangao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,Save data screen,canvas.Screen,2_5_0_1,NA,NA,timeout,496.73600000003,268512,268501.005,268520.279,268999.78,269002.19999981,2023-08-13T10:25:24Z,269017.015,Spionage,upelelezi,d,maslahi,utokazo,magangao,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,shallow,flow.Sequence,2_5_0,NA,NA,completion,3432.346,265552.69999981,265550.193,265567.434,268999.78,269002.5,2023-08-13T10:25:24Z,269017.015,Spionage,upelelezi,d,maslahi,utokazo,magangao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,task,flow.Sequence,2_5,NA,NA,completion,3432.346,265552.5999999,265550.193,265567.434,268999.78,269003,2023-08-13T10:25:24Z,269017.015,Spionage,upelelezi,d,maslahi,utokazo,magangao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,Shallow Question,html.Page,2_6_0_0,dirisha,NA,form submission,5568.5849999046,269003.19999981,268999.78,269017.015,274585.5999999,274585.89999986,2023-08-13T10:25:30Z,274599.069,Fenster,dirisha,d,walakini,tasawari,maarifa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,Save data screen,canvas.Screen,2_6_0_1,NA,NA,timeout,500.56199999998,274588,274582.156,274599.069,275082.494,275085.0999999,2023-08-13T10:25:31Z,275099.631,Fenster,dirisha,d,walakini,tasawari,maarifa,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,shallow,flow.Sequence,2_6_0,NA,NA,completion,6065.479,269003.19999981,268999.78,269017.015,275082.494,275085.69999981,2023-08-13T10:25:31Z,275099.631,Fenster,dirisha,d,walakini,tasawari,maarifa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,task,flow.Sequence,2_6,NA,NA,completion,6065.479,269003.0999999,268999.78,269017.015,275082.494,275086.19999981,2023-08-13T10:25:31Z,275099.631,Fenster,dirisha,d,walakini,tasawari,maarifa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,Shallow Question,html.Page,2_7_0_0,mshtuko,NA,form submission,7662.9689999046,275086.5999999,275082.494,275099.631,282762.5999999,282762.79999995,2023-08-13T10:25:38Z,282764.702,Schock,mshtuko,d,biashara,kukataza,vichekesho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,Save data screen,canvas.Screen,2_7_0_1,NA,NA,timeout,502.46000000002,282765.79999995,282749.57,282764.702,283248.162,283251.69999981,2023-08-13T10:25:39Z,283267.162,Schock,mshtuko,d,biashara,kukataza,vichekesho,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,shallow,flow.Sequence,2_7_0,NA,NA,completion,8148.531,275086.5999999,275082.494,275099.631,283248.162,283252.5999999,2023-08-13T10:25:39Z,283267.162,Schock,mshtuko,d,biashara,kukataza,vichekesho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,task,flow.Sequence,2_7,NA,NA,completion,8148.531,275086.5,275082.494,275099.631,283248.162,283253.29999995,2023-08-13T10:25:39Z,283267.162,Schock,mshtuko,d,biashara,kukataza,vichekesho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,Shallow Question,html.Page,2_8_0_0,kuvumiliana,NA,form submission,14157.237999857,283253.79999995,283248.162,283267.162,297424.39999986,297424.79999995,2023-08-13T10:25:53Z,297429.47,Toleranz,kuvumiliana,d,maombolezo,ujasusi,mchekeshaji,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,Save data screen,canvas.Screen,2_8_0_1,NA,NA,timeout,499.91100000002,297427.39999986,297413.379,297429.47,297912.742,297913.89999986,2023-08-13T10:25:53Z,297929.381,Toleranz,kuvumiliana,d,maombolezo,ujasusi,mchekeshaji,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,shallow,flow.Sequence,2_8_0,NA,NA,completion,14645.58,283253.69999981,283248.162,283267.162,297912.742,297914.19999981,2023-08-13T10:25:53Z,297929.381,Toleranz,kuvumiliana,d,maombolezo,ujasusi,mchekeshaji,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,task,flow.Sequence,2_8,NA,NA,completion,14645.58,283253.5999999,283248.162,283267.162,297912.742,297914.29999995,2023-08-13T10:25:53Z,297929.381,Toleranz,kuvumiliana,d,maombolezo,ujasusi,mchekeshaji,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,Shallow Question,html.Page,2_9_0_0,udhanifu,NA,form submission,9176.119,297915.19999981,297912.742,297929.381,307105.5,307105.79999995,2023-08-13T10:26:03Z,307111.738,Vermutung,udhanifu,s,haramia,tikisho,itifaki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,Save data screen,canvas.Screen,2_9_0_1,NA,NA,timeout,499.79399999999,307108.0999999,307094.788,307111.738,307594.882,307596,2023-08-13T10:26:03Z,307611.532,Vermutung,udhanifu,s,haramia,tikisho,itifaki,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,shallow,flow.Sequence,2_9_0,NA,NA,completion,9665.501,297914.79999995,297912.742,297929.381,307594.882,307596.19999981,2023-08-13T10:26:03Z,307611.532,Vermutung,udhanifu,s,haramia,tikisho,itifaki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,task,flow.Sequence,2_9,NA,NA,completion,9665.501,297914.5999999,297912.742,297929.381,307594.882,307597,2023-08-13T10:26:03Z,307611.532,Vermutung,udhanifu,s,haramia,tikisho,itifaki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,Shallow Question,html.Page,2_10_0_0,mwanafunzi,NA,form submission,4820.468,307597.39999986,307594.882,307611.532,312432,312433.29999995,2023-08-13T10:26:08Z,312427.606,Schüler,mwanafunzi,s,mwekezaji,matumizi,uaminifu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,Save data screen,canvas.Screen,2_10_0_1,NA,NA,timeout,503.53899999999,312435.5999999,312411.092,312427.606,312911.027,312912.69999981,2023-08-13T10:26:08Z,312931.145,Schüler,mwanafunzi,s,mwekezaji,matumizi,uaminifu,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,shallow,flow.Sequence,2_10_0,NA,NA,completion,5299.495,307597.39999986,307594.882,307611.532,312911.027,312912.79999995,2023-08-13T10:26:08Z,312931.145,Schüler,mwanafunzi,s,mwekezaji,matumizi,uaminifu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,task,flow.Sequence,2_10,NA,NA,completion,5299.495,307597.0999999,307594.882,307611.532,312911.027,312913.0999999,2023-08-13T10:26:08Z,312931.145,Schüler,mwanafunzi,s,mwekezaji,matumizi,uaminifu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,Shallow Question,html.Page,2_11_0_0,wanaojaribu,NA,form submission,9947.9549999046,312913.19999981,312911.027,312931.145,322879.0999999,322879.39999986,2023-08-13T10:26:18Z,322876.213,Tester,wanaojaribu,s,sherti,sihiri,mlipuko,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,Save data screen,canvas.Screen,2_11_0_1,NA,NA,timeout,500.20400000003,322882.29999995,322859.512,322876.213,323360.389,323361.39999986,2023-08-13T10:26:19Z,323376.417,Tester,wanaojaribu,s,sherti,sihiri,mlipuko,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,shallow,flow.Sequence,2_11_0,NA,NA,completion,10429.244,312913.19999981,312911.027,312931.145,323360.389,323361.89999986,2023-08-13T10:26:19Z,323376.417,Tester,wanaojaribu,s,sherti,sihiri,mlipuko,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,task,flow.Sequence,2_11,NA,NA,completion,10429.244,312913.19999981,312911.027,312931.145,323360.389,323362.0999999,2023-08-13T10:26:19Z,323376.417,Tester,wanaojaribu,s,sherti,sihiri,mlipuko,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,Shallow Question,html.Page,2_12_0_0,yaliyomo,NA,form submission,9105.2829998092,323362.69999981,323360.389,323376.417,332481.69999981,332481.89999986,2023-08-13T10:26:28Z,332491.679,Inhalt,yaliyomo,s,kishawishi,hifadhi,kutembea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,Save data screen,canvas.Screen,2_12_0_1,NA,NA,timeout,499.913,332484.19999981,332474.96,332491.679,332974.934,332978,2023-08-13T10:26:28Z,332991.592,Inhalt,yaliyomo,s,kishawishi,hifadhi,kutembea,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,shallow,flow.Sequence,2_12_0,NA,NA,completion,9598.517,323362.69999981,323360.389,323376.417,332974.934,332978.39999986,2023-08-13T10:26:28Z,332991.592,Inhalt,yaliyomo,s,kishawishi,hifadhi,kutembea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,task,flow.Sequence,2_12,NA,NA,completion,9598.517,323362.19999981,323360.389,323376.417,332974.934,332978.69999981,2023-08-13T10:26:28Z,332991.592,Inhalt,yaliyomo,s,kishawishi,hifadhi,kutembea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,Shallow Question,html.Page,2_13_0_0,dharura,NA,form submission,3768.408,332978.89999986,332974.934,332991.592,336760,336760.69999981,2023-08-13T10:26:32Z,336758.154,Notfall,dharura,s,rairai,malalamiko,ahueni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,Save data screen,canvas.Screen,2_13_0_1,NA,NA,timeout,499.55100000004,336764.69999981,336740.912,336758.154,337241.067,337242,2023-08-13T10:26:33Z,337257.705,Notfall,dharura,s,rairai,malalamiko,ahueni,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,shallow,flow.Sequence,2_13_0,NA,NA,completion,4249.475,332978.79999995,332974.934,332991.592,337241.067,337242.19999981,2023-08-13T10:26:33Z,337257.705,Notfall,dharura,s,rairai,malalamiko,ahueni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,task,flow.Sequence,2_13,NA,NA,completion,4249.475,332978.79999995,332974.934,332991.592,337241.067,337242.5,2023-08-13T10:26:33Z,337257.705,Notfall,dharura,s,rairai,malalamiko,ahueni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,Shallow Question,html.Page,2_14_0_0,kichekesho,NA,form submission,11523.795,337244.29999995,337241.067,337257.705,348781.5,348781.79999995,2023-08-13T10:26:44Z,348790.77,Vergnügen,kichekesho,s,dubwana,mpanuko,mtesaji,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,Save data screen,canvas.Screen,2_14_0_1,NA,NA,timeout,500.41399999999,348784.19999981,348772.848,348790.77,349272.858,349275.5,2023-08-13T10:26:45Z,349291.184,Vergnügen,kichekesho,s,dubwana,mpanuko,mtesaji,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,shallow,flow.Sequence,2_14_0,NA,NA,completion,12015.153,337244.29999995,337241.067,337257.705,349272.858,349275.89999986,2023-08-13T10:26:45Z,349291.184,Vergnügen,kichekesho,s,dubwana,mpanuko,mtesaji,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
88e14,task,flow.Sequence,2_14,NA,NA,completion,12015.153,337244.29999995,337241.067,337257.705,349272.858,349276.89999986,2023-08-13T10:26:45Z,349291.184,Vergnügen,kichekesho,s,dubwana,mpanuko,mtesaji,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""distractor1"", ""distractor2"", ""distractor3"")"
