observation;sender;sender_type;sender_id;response;response_action;ended_on;duration;time_run;time_render;time_show;time_end;time_commit;timestamp;time_switch;distractors;german;swahili;enc;distractor1;distractor2;distractor3;response_2;x;correct;x_2;url_vp;url_sess;meta_labjs_version;meta_location;meta_user_agent;meta_platform;meta_language;meta_locale;meta_time_zone;meta_timezone_offset;meta_screen_width;meta_screen_height;meta_scroll_width;meta_scroll_height;meta_window_inner_width;meta_window_inner_height;meta_device_pixel_ratio;meta_labjs_build_flavor;meta_labjs_build_commit;;;;
a247c;Shallow;Question;html.Page;3_0_4_0_0_1_0;NA;NA;form;submission;11538.42;603625;603625.26;603625.58;615164;615167;2023-05-07T09:36:24Z;615167.58;NULL;Betrüger;mdanganyifu;s;mwanamuziki;wastani;mahakama;mdanganyifu;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
a247c;"""Richtig""-Screen";canvas.Screen;3_0_4_0_0_1_1;NA;NA;timeout;4999.24;615179;615151;615167.58;620150.46;620152;2023-05-07T09:36:29Z;620166.82;NULL;Betrüger;mdanganyifu;s;mwanamuziki;wastani;mahakama;NA;sd;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;"""Falsch""-Screen";canvas.Screen;3_0_4_0_0_1_2;NA;NA;skipped;NA;620165;NA;NA;620150.46;620166;2023-05-07T09:36:29Z;620166.82;NULL;Betrüger;mdanganyifu;s;mwanamuziki;wastani;mahakama;NA;sd;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;shallow;flow.Sequence;3_0_4_0_0_1;NA;NA;completion;16524.88;603625;603625.26;603625.58;620150.46;620166;2023-05-07T09:36:29Z;620166.82;NULL;Betrüger;mdanganyifu;s;mwanamuziki;wastani;mahakama;NA;sd;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;task;flow.Sequence;3_0_4_0_0;NA;NA;completion;16524.88;603625;603625.26;603625.58;620150.46;620167;2023-05-07T09:36:29Z;620166.82;NULL;Betrüger;mdanganyifu;s;mwanamuziki;wastani;mahakama;NA;sd;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;deep;flow.Sequence;3_0_4_0_1_0;NA;NA;skipped;NA;620169;NA;NA;620150.46;620169;2023-05-07T09:36:29Z;620166.82;NULL;Kontrolle;kudhibiti;s;mbinguni;kufunga;utegemezi;NA;sd;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;Shallow;Question;html.Page;3_0_4_0_1_1_0;NA;NA;form;submission;12569.18;620170;620150.46;620166.82;632736;632737;2023-05-07T09:36:42Z;632732.1;NULL;Kontrolle;kudhibiti;s;mbinguni;kufunga;utegemezi;kudhibiti;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
a247c;"""Richtig""-Screen";canvas.Screen;3_0_4_0_1_1_1;NA;NA;timeout;4999.36;632744;632727.46;632732.1;637715.04;637716;2023-05-07T09:36:47Z;637731.46;NULL;Kontrolle;kudhibiti;s;mbinguni;kufunga;utegemezi;NA;sd;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;"""Falsch""-Screen";canvas.Screen;3_0_4_0_1_1_2;NA;NA;skipped;NA;637727;NA;NA;637715.04;637728;2023-05-07T09:36:47Z;637731.46;NULL;Kontrolle;kudhibiti;s;mbinguni;kufunga;utegemezi;NA;sd;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;shallow;flow.Sequence;3_0_4_0_1_1;NA;NA;completion;17548.22;620169;620150.46;620166.82;637715.04;637729;2023-05-07T09:36:47Z;637731.46;NULL;Kontrolle;kudhibiti;s;mbinguni;kufunga;utegemezi;NA;sd;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;task;flow.Sequence;3_0_4_0_1;NA;NA;completion;17548.22;620169;620150.46;620166.82;637715.04;637730;2023-05-07T09:36:47Z;637731.46;NULL;Kontrolle;kudhibiti;s;mbinguni;kufunga;utegemezi;NA;sd;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;Deep;Question;html.Page;3_0_4_0_2_0_0;NA;NA;form;submission;5991.54;637731;637715.04;637731.46;643723;643723;2023-05-07T09:36:53Z;643747.36;NULL;Können;unaweza;d;NA;NA;NA;heshima;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
a247c;"""Richtig""-Screen";canvas.Screen;3_0_4_0_2_0_1;NA;NA;skipped;NA;643726;NA;NA;643723;643726;2023-05-07T09:36:53Z;643747.36;NULL;Können;unaweza;d;NA;NA;NA;NA;sd;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;"""Falsch""-Screen";canvas.Screen;3_0_4_0_2_0_2;NA;NA;timeout;4999.52;643729;643730.6;643747.36;648730.12;648731;2023-05-07T09:36:58Z;648746.88;NULL;Können;unaweza;d;NA;NA;NA;NA;sd;0;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;deep;flow.Sequence;3_0_4_0_2_0;NA;NA;completion;10998.66;637731;637715.04;637731.46;648730.12;648732;2023-05-07T09:36:58Z;648746.88;NULL;Können;unaweza;d;NA;NA;NA;NA;sd;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;shallow;flow.Sequence;3_0_4_0_2_1;NA;NA;skipped;NA;648732;NA;NA;648730.12;648732;2023-05-07T09:36:58Z;648746.88;NULL;Können;unaweza;d;NA;NA;NA;NA;sd;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;task;flow.Sequence;3_0_4_0_2;NA;NA;completion;10998.66;637730;637715.04;637731.46;648730.12;648732;2023-05-07T09:36:58Z;648746.88;NULL;Können;unaweza;d;NA;NA;NA;NA;sd;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;deep;flow.Sequence;3_0_4_0_3_0;NA;NA;skipped;NA;648732;NA;NA;648730.12;648733;2023-05-07T09:36:58Z;648746.88;NULL;Stimmung;kinyongo;s;kilekile;kisambo;madhehebu;NA;sd;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;Shallow;Question;html.Page;3_0_4_0_3_1_0;NA;NA;form;submission;8874.12;648733;648730.12;648746.88;657621;657622;2023-05-07T09:37:07Z;657628.84;NULL;Stimmung;kinyongo;s;kilekile;kisambo;madhehebu;kinyongo;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
a247c;"""Richtig""-Screen";canvas.Screen;3_0_4_0_3_1_1;NA;NA;timeout;4999.4;657624;657619.72;657628.84;662611.66;662613;2023-05-07T09:37:12Z;662628.24;NULL;Stimmung;kinyongo;s;kilekile;kisambo;madhehebu;NA;sd;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;"""Falsch""-Screen";canvas.Screen;3_0_4_0_3_1_2;NA;NA;skipped;NA;662621;NA;NA;662611.66;662622;2023-05-07T09:37:12Z;662628.24;NULL;Stimmung;kinyongo;s;kilekile;kisambo;madhehebu;NA;sd;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;shallow;flow.Sequence;3_0_4_0_3_1;NA;NA;completion;13864.78;648733;648730.12;648746.88;662611.66;662622;2023-05-07T09:37:12Z;662628.24;NULL;Stimmung;kinyongo;s;kilekile;kisambo;madhehebu;NA;sd;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;task;flow.Sequence;3_0_4_0_3;NA;NA;completion;13864.78;648732;648730.12;648746.88;662611.66;662622;2023-05-07T09:37:12Z;662628.24;NULL;Stimmung;kinyongo;s;kilekile;kisambo;madhehebu;NA;sd;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;deep;flow.Sequence;3_0_4_0_4_0;NA;NA;skipped;NA;662623;NA;NA;662611.66;662623;2023-05-07T09:37:12Z;662628.24;NULL;Gefährdung;kuhatarisha;s;uchokozi;udhaifu;makorowezo;NA;sd;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;Shallow;Question;html.Page;3_0_4_0_4_1_0;NA;NA;form;submission;8919.76;662623;662611.66;662628.24;671548;671549;2023-05-07T09:37:21Z;671560.4;NULL;Gefährdung;kuhatarisha;s;uchokozi;udhaifu;makorowezo;kuhatarisha;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
a247c;"""Richtig""-Screen";canvas.Screen;3_0_4_0_4_1_1;NA;NA;timeout;4999.46;671552;671545.92;671560.4;676543.42;676545;2023-05-07T09:37:26Z;676559.86;NULL;Gefährdung;kuhatarisha;s;uchokozi;udhaifu;makorowezo;NA;sd;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;"""Falsch""-Screen";canvas.Screen;3_0_4_0_4_1_2;NA;NA;skipped;NA;676553;NA;NA;676543.42;676554;2023-05-07T09:37:26Z;676559.86;NULL;Gefährdung;kuhatarisha;s;uchokozi;udhaifu;makorowezo;NA;sd;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;shallow;flow.Sequence;3_0_4_0_4_1;NA;NA;completion;13915.18;662623;662611.66;662628.24;676543.42;676554;2023-05-07T09:37:26Z;676559.86;NULL;Gefährdung;kuhatarisha;s;uchokozi;udhaifu;makorowezo;NA;sd;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;task;flow.Sequence;3_0_4_0_4;NA;NA;completion;13915.18;662623;662611.66;662628.24;676543.42;676555;2023-05-07T09:37:26Z;676559.86;NULL;Gefährdung;kuhatarisha;s;uchokozi;udhaifu;makorowezo;NA;sd;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;Deep;Question;html.Page;3_0_4_0_5_0_0;NA;NA;form;submission;5686.14;676556;676543.42;676559.86;682246;682247;2023-05-07T09:37:31Z;682259.12;NULL;Orientierung;urekebisho;d;NA;NA;NA;cgh;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
a247c;"""Richtig""-Screen";canvas.Screen;3_0_4_0_5_0_1;NA;NA;skipped;NA;682251;NA;NA;682246;682252;2023-05-07T09:37:31Z;682259.12;NULL;Orientierung;urekebisho;d;NA;NA;NA;NA;sd;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;"""Falsch""-Screen";canvas.Screen;3_0_4_0_5_0_2;NA;NA;timeout;4999.48;682255;682243.96;682259.12;687242.02;687243;2023-05-07T09:37:36Z;687258.6;NULL;Orientierung;urekebisho;d;NA;NA;NA;NA;sd;0;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;deep;flow.Sequence;3_0_4_0_5_0;NA;NA;completion;10682.16;676556;676543.42;676559.86;687242.02;687245;2023-05-07T09:37:36Z;687258.6;NULL;Orientierung;urekebisho;d;NA;NA;NA;NA;sd;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;shallow;flow.Sequence;3_0_4_0_5_1;NA;NA;skipped;NA;687245;NA;NA;687242.02;687246;2023-05-07T09:37:36Z;687258.6;NULL;Orientierung;urekebisho;d;NA;NA;NA;NA;sd;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;task;flow.Sequence;3_0_4_0_5;NA;NA;completion;10682.16;676555;676543.42;676559.86;687242.02;687246;2023-05-07T09:37:36Z;687258.6;NULL;Orientierung;urekebisho;d;NA;NA;NA;NA;sd;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;Deep;Question;html.Page;3_0_4_0_6_0_0;NA;NA;form;submission;4735.4;687247;687242.02;687258.6;691994;691995;2023-05-07T09:37:41Z;692007.78;NULL;Kreativität;ubunifu;d;NA;NA;NA;x;gf;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
a247c;"""Richtig""-Screen";canvas.Screen;3_0_4_0_6_0_1;NA;NA;skipped;NA;692001;NA;NA;691994;692001;2023-05-07T09:37:41Z;692007.78;NULL;Kreativität;ubunifu;d;NA;NA;NA;NA;sd;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;"""Falsch""-Screen";canvas.Screen;3_0_4_0_6_0_2;NA;NA;timeout;4999.46;692007;691988.74;692007.78;696990.64;696992;2023-05-07T09:37:46Z;697007.24;NULL;Kreativität;ubunifu;d;NA;NA;NA;NA;sd;0;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;deep;flow.Sequence;3_0_4_0_6_0;NA;NA;completion;9732.04;687247;687242.02;687258.6;696990.64;696993;2023-05-07T09:37:46Z;697007.24;NULL;Kreativität;ubunifu;d;NA;NA;NA;NA;sd;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;shallow;flow.Sequence;3_0_4_0_6_1;NA;NA;skipped;NA;696994;NA;NA;696990.64;696994;2023-05-07T09:37:46Z;697007.24;NULL;Kreativität;ubunifu;d;NA;NA;NA;NA;sd;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;task;flow.Sequence;3_0_4_0_6;NA;NA;completion;9732.04;687247;687242.02;687258.6;696990.64;696994;2023-05-07T09:37:46Z;697007.24;NULL;Kreativität;ubunifu;d;NA;NA;NA;NA;sd;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;Deep;Question;html.Page;3_0_4_0_7_0_0;NA;NA;form;submission;7697.76;696994;696990.64;697007.24;704705;704705;2023-05-07T09:37:54Z;704706.28;NULL;Respekt;heshima;d;NA;NA;NA;heshima;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
a247c;"""Richtig""-Screen";canvas.Screen;3_0_4_0_7_0_1;NA;NA;timeout;4999.18;704712;704699.72;704706.28;709688.88;709690;2023-05-07T09:37:59Z;709705.46;NULL;Respekt;heshima;d;NA;NA;NA;NA;sd;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;"""Falsch""-Screen";canvas.Screen;3_0_4_0_7_0_2;NA;NA;skipped;NA;709697;NA;NA;709688.88;709698;2023-05-07T09:37:59Z;709705.46;NULL;Respekt;heshima;d;NA;NA;NA;NA;sd;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;deep;flow.Sequence;3_0_4_0_7_0;NA;NA;completion;12681.64;696994;696990.64;697007.24;709688.88;709699;2023-05-07T09:37:59Z;709705.46;NULL;Respekt;heshima;d;NA;NA;NA;NA;sd;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;shallow;flow.Sequence;3_0_4_0_7_1;NA;NA;skipped;NA;709699;NA;NA;709688.88;709699;2023-05-07T09:37:59Z;709705.46;NULL;Respekt;heshima;d;NA;NA;NA;NA;sd;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;task;flow.Sequence;3_0_4_0_7;NA;NA;completion;12681.64;696994;696990.64;697007.24;709688.88;709699;2023-05-07T09:37:59Z;709705.46;NULL;Respekt;heshima;d;NA;NA;NA;NA;sd;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;block;flow.Loop;3_0_4_0;NA;NA;completion;106063.3;603625;603625.26;603625.58;709688.88;709700;2023-05-07T09:37:59Z;709705.46;NULL;NA;NA;NA;NA;NA;NA;NA;sd;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;weiter;canvas.Screen;3_0_4_1;sdf;keypress(Space);response;1378.54;709700;709688.88;709705.46;711084;711096;2023-05-07T09:38:00Z;711174.16;NULL;NA;NA;NA;NA;NA;NA;NA;sd;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;check;continue;flow.Sequence;3_0_4;NA;NA;completion;107458.42;603625;603625.26;603625.58;711084;711101;2023-05-07T09:38:00Z;711174.16;NULL;NA;NA;NA;NA;NA;NA;NA;sd;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
a247c;deep;flow.Sequence;3_0_5_0_0_0;NA;NA;skipped;NA;711173;NA;NA;711084;711174;2023-05-07T09:38:00Z;711174.16;NULL;Gefährdung;kuhatarisha;s;uchokozi;udhaifu;makorowezo;NA;sdf;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;Shallow;Question;html.Page;3_0_5_0_0_1_0;NA;NA;form;submission;6584.84;711174;711173.84;711174.16;717759;717760;2023-05-07T09:38:07Z;717754.56;NULL;Gefährdung;kuhatarisha;s;uchokozi;udhaifu;makorowezo;kuhatarisha;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
a247c;"""Richtig""-Screen";canvas.Screen;3_0_5_0_0_1_1;NA;NA;timeout;4999.3;717766;717753.4;717754.56;722737.36;722739;2023-05-07T09:38:12Z;722753.86;NULL;Gefährdung;kuhatarisha;s;uchokozi;udhaifu;makorowezo;NA;sdf;1;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;"""Falsch""-Screen";canvas.Screen;3_0_5_0_0_1_2;NA;NA;skipped;NA;722747;NA;NA;722737.36;722747;2023-05-07T09:38:12Z;722753.86;NULL;Gefährdung;kuhatarisha;s;uchokozi;udhaifu;makorowezo;NA;sdf;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;shallow;flow.Sequence;3_0_5_0_0_1;NA;NA;completion;11563.2;711174;711173.84;711174.16;722737.36;722748;2023-05-07T09:38:12Z;722753.86;NULL;Gefährdung;kuhatarisha;s;uchokozi;udhaifu;makorowezo;NA;sdf;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;task;flow.Sequence;3_0_5_0_0;NA;NA;completion;11563.2;711173;711173.84;711174.16;722737.36;722749;2023-05-07T09:38:12Z;722753.86;NULL;Gefährdung;kuhatarisha;s;uchokozi;udhaifu;makorowezo;NA;sdf;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;deep;flow.Sequence;3_0_5_0_1_0;NA;NA;skipped;NA;722750;NA;NA;722737.36;722750;2023-05-07T09:38:12Z;722753.86;NULL;Stimmung;kinyongo;s;kilekile;kisambo;madhehebu;NA;sdf;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;Shallow;Question;html.Page;3_0_5_0_1_1_0;NA;NA;form;submission;7177.14;722751;722737.36;722753.86;729931;729931;2023-05-07T09:38:19Z;729936.32;NULL;Stimmung;kinyongo;s;kilekile;kisambo;madhehebu;kinyongo;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
a247c;"""Richtig""-Screen";canvas.Screen;3_0_5_0_1_1_1;NA;NA;timeout;4999.3;729937;729925.66;729936.32;734919.2;734922;2023-05-07T09:38:24Z;734935.62;NULL;Stimmung;kinyongo;s;kilekile;kisambo;madhehebu;NA;sdf;1;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;"""Falsch""-Screen";canvas.Screen;3_0_5_0_1_1_2;NA;NA;skipped;NA;734929;NA;NA;734919.2;734929;2023-05-07T09:38:24Z;734935.62;NULL;Stimmung;kinyongo;s;kilekile;kisambo;madhehebu;NA;sdf;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;shallow;flow.Sequence;3_0_5_0_1_1;NA;NA;completion;12165.34;722751;722737.36;722753.86;734919.2;734930;2023-05-07T09:38:24Z;734935.62;NULL;Stimmung;kinyongo;s;kilekile;kisambo;madhehebu;NA;sdf;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;task;flow.Sequence;3_0_5_0_1;NA;NA;completion;12165.34;722750;722737.36;722753.86;734919.2;734931;2023-05-07T09:38:24Z;734935.62;NULL;Stimmung;kinyongo;s;kilekile;kisambo;madhehebu;NA;sdf;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;Deep;Question;html.Page;3_0_5_0_2_0_0;NA;NA;form;submission;10414.38;734931;734919.2;734935.62;745350;745350;2023-05-07T09:38:35Z;745351.14;NULL;Können;unaweza;d;NA;NA;NA;un;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
a247c;"""Richtig""-Screen";canvas.Screen;3_0_5_0_2_0_1;NA;NA;skipped;NA;745355;NA;NA;745350;745355;2023-05-07T09:38:35Z;745351.14;NULL;Können;unaweza;d;NA;NA;NA;NA;sdf;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;"""Falsch""-Screen";canvas.Screen;3_0_5_0_2_0_2;NA;NA;timeout;4999.34;745360;745344.18;745351.14;750333.92;750335;2023-05-07T09:38:40Z;750350.48;NULL;Können;unaweza;d;NA;NA;NA;NA;sdf;0;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;deep;flow.Sequence;3_0_5_0_2_0;NA;NA;completion;15398.3;734931;734919.2;734935.62;750333.92;750336;2023-05-07T09:38:40Z;750350.48;NULL;Können;unaweza;d;NA;NA;NA;NA;sdf;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;shallow;flow.Sequence;3_0_5_0_2_1;NA;NA;skipped;NA;750336;NA;NA;750333.92;750337;2023-05-07T09:38:40Z;750350.48;NULL;Können;unaweza;d;NA;NA;NA;NA;sdf;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;task;flow.Sequence;3_0_5_0_2;NA;NA;completion;15398.3;734931;734919.2;734935.62;750333.92;750337;2023-05-07T09:38:40Z;750350.48;NULL;Können;unaweza;d;NA;NA;NA;NA;sdf;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;Deep;Question;html.Page;3_0_5_0_3_0_0;NA;NA;form;submission;5490.52;750338;750333.92;750350.48;755841;755842;2023-05-07T09:38:45Z;755849.78;NULL;Orientierung;urekebisho;d;NA;NA;NA;ydfg;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
a247c;"""Richtig""-Screen";canvas.Screen;3_0_5_0_3_0_1;NA;NA;skipped;NA;755847;NA;NA;755841;755847;2023-05-07T09:38:45Z;755849.78;NULL;Orientierung;urekebisho;d;NA;NA;NA;NA;sdf;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;"""Falsch""-Screen";canvas.Screen;3_0_5_0_3_0_2;NA;NA;timeout;4999.42;755852;755829.52;755849.78;760832.52;760834;2023-05-07T09:38:50Z;760849.2;NULL;Orientierung;urekebisho;d;NA;NA;NA;NA;sdf;0;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;deep;flow.Sequence;3_0_5_0_3_0;NA;NA;completion;10482.04;750338;750333.92;750350.48;760832.52;760835;2023-05-07T09:38:50Z;760849.2;NULL;Orientierung;urekebisho;d;NA;NA;NA;NA;sdf;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
a247c;shallow;flow.Sequence;3_0_5_0_3_1;NA;NA;skipped;NA;760835;NA;NA;760832.52;760835;2023-05-07T09:38:50Z;760849.2;NULL;Orientierung;urekebisho;d;NA;NA;NA;NA;sdf;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
